key,titles-artist-youtube_link
934,"""Beautiful People""-Ed Sheeran featuring Khalid-https://www.youtube.com/watch?v=mj0XInqZMHY;""Truth Is""-Fantasia-https://www.youtube.com/watch?v=e265_NvKvRQ;""Kiss Me More""-Doja Cat featuring SZA-https://www.youtube.com/watch?v=0EVVKs6DQLo;""Hell of a View""-Eric Church-https://www.youtube.com/watch?v=BIBMEMUbZVg;""I Wrote the Book""-Morgan Wallen-https://www.youtube.com/watch?v=myFjdIpTZS0;""Lemonade""-Internet Money and Gunna featuring Don Toliver and Nav-https://www.youtube.com/watch?v=0opZqh_TprM;""Dakiti""-Bad Bunny and Jhay Cortez-https://www.youtube.com/watch?v=TmKh7lAwnBI"
435,"""Since U Been Gone""-Kelly Clarkson-https://www.youtube.com/watch?v=R7UrFYvl5TE;""Salt Shaker""-Ying Yang Twins featuring Lil Jon & the East Side Boyz-https://www.youtube.com/watch?v=aJEzl31zL-I;""Talk Dirty""-Jason Derulo featuring 2 Chainz-https://www.youtube.com/watch?v=RbtPXFlZlHg"
821,"""Live Like You Were Dying""-Tim McGraw-https://www.youtube.com/watch?v=_9TShlMkQnc;""Mesmerize""-Ja Rule featuring Ashanti-https://www.youtube.com/watch?v=VcP96KbFIIU;""Face Down""-The Red Jumpsuit Apparatus-https://www.youtube.com/watch?v=6Ux6SlOE9Qk;""Chasing After You""-Ryan Hurd and Maren Morris-https://www.youtube.com/watch?v=yKXw_MMm0UA"
325,"""Hey Mama""-The Black Eyed Peas-https://www.youtube.com/watch?v=rtczBseiAac;""Like That""-Future, Metro Boomin and Kendrick Lamar-https://www.youtube.com/watch?v=N9bKBAA22Go;""Crank That (Soulja Boy)""-Soulja Boy Tell 'Em-https://www.youtube.com/watch?v=8UFIYGkROII"
634,"""Meet Me at Our Spot""-The Anxiety: Willow and Tyler Cole-https://www.youtube.com/watch?v=2dTMIH5gCHg;""Gold""-Kiiara-https://www.youtube.com/watch?v=sO9cBXRcBvo"
305,"""Diary""-Alicia Keys featuring Tony! Toni! Toné!-https://www.youtube.com/watch?v=SLCtH9lRj7Q;""Way 2 Sexy""-Drake featuring Future and Young Thug-https://www.youtube.com/watch?v=vX9msKu75qs;""Yo (Excuse Me Miss)""-Chris Brown-https://www.youtube.com/watch?v=yn_6LC4loY8;""U Remind Me""-Usher-https://www.youtube.com/watch?v=Bxau9B3jOHM"
422,"""Look What You Made Me Do""-Taylor Swift-https://www.youtube.com/watch?v=3tmd-ClpJxA;""Meet Virginia""-Train-https://www.youtube.com/watch?v=A3Qvb7q9Nm0;""Closer""-Ne-Yo-https://www.youtube.com/watch?v=z_aC5xPQ2f4;""E.T.""-Katy Perry featuring Kanye West-https://www.youtube.com/watch?v=t5Sd5c4o9UM;""Into You""-Ariana Grande-https://www.youtube.com/watch?v=1ekZEVeXwek;""Big Pimpin'""-Jay-Z featuring UGK-https://www.youtube.com/watch?v=Cgoqrgc_0cM;""Starting Over""-Chris Stapleton-https://www.youtube.com/watch?v=A3svABDnmio"
230,"""I Don't Dance""-Lee Brice-https://www.youtube.com/watch?v=fBEBbgQEJy4;""Over My Head (Cable Car)""-The Fray-https://www.youtube.com/watch?v=fFRkpvvop3I;""Shake Ya Ass""-Mystikal-https://www.youtube.com/watch?v=Ic28JniSYY4;""Hey Baby""-No Doubt featuring Bounty Killer-https://www.youtube.com/watch?v=wt1YkGO2Ieo;""Music""-Erick Sermon featuring Marvin Gaye-https://www.youtube.com/watch?v=lwDjA73caO0;""Taste""-Sabrina Carpenter-https://www.youtube.com/watch?v=KEG7b851Ric"
124,"""Your Body Is a Wonderland""-John Mayer-https://www.youtube.com/watch?v=N5EnGwXV_Pg;""You and Tequila""-Kenny Chesney featuring Grace Potter-https://www.youtube.com/watch?v=Q8XkLrErSHw;""Laffy Taffy""-D4L-https://www.youtube.com/watch?v=3NXBgSCSrIk;""When the Sun Goes Down""-Kenny Chesney and Uncle Kracker-https://www.youtube.com/watch?v=eGLdbpmXrbQ;""Naturally""-Selena Gomez & the Scene-https://www.youtube.com/watch?v=a_YR4dKArgo"
005,"""Wait for U""-Future featuring Drake and Tems-https://www.youtube.com/watch?v=rP09GUQFDFk;""Sucker""-Jonas Brothers-https://www.youtube.com/watch?v=CnAmeh0-E-U;""I Ain't Worried""-OneRepublic-https://www.youtube.com/watch?v=mNEUkkoUoIA"
234,"""Love Song""-Sara Bareilles-https://www.youtube.com/watch?v=qi7Yh16dA0w;""Act II: Date @ 8""-4Batz and Drake-https://www.youtube.com/watch?v=bwb8oA6JBDc;""Outside Today""-YoungBoy Never Broke Again-https://www.youtube.com/watch?v=74hZN9i2eEA;""Sick of Being Lonely""-Field Mob-https://www.youtube.com/watch?v=0BVwgRTISOQ;""Adore You""-Harry Styles-https://www.youtube.com/watch?v=VF-r5TtlT9w;""Imma Be""-The Black Eyed Peas-https://www.youtube.com/watch?v=kdAj-dBNCi4"
605,"""Drip Too Hard""-Lil Baby and Gunna-https://www.youtube.com/watch?v=_YzD9KW82sk;""I Can""-Nas-https://www.youtube.com/watch?v=RvVfgvHucRY;""Your Love""-Nicki Minaj-https://www.youtube.com/watch?v=pSFyrrhKj1Q;""Track Star""-Mooski-https://www.youtube.com/watch?v=KPfcycMj8BE;""Good Morning Beautiful""-Steve Holy-https://www.youtube.com/watch?v=PrKsALmazLA"
434,"""Butterflies""-Michael Jackson-https://www.youtube.com/watch?v=csvNBRZfFpo;""The London""-Young Thug, J. Cole and Travis Scott-https://www.youtube.com/watch?v=G8Hp-AKrfm0;""Blessings""-Big Sean featuring Drake and Kanye West-https://www.youtube.com/watch?v=M6t47RI4bns"
315,"""Sugar, We're Goin Down""-Fall Out Boy-https://www.youtube.com/watch?v=uhG-vLZrb-g;""Gold Digger""-Kanye West featuring Jamie Foxx-https://www.youtube.com/watch?v=6vwNcNOTVzY;""Holy""-Justin Bieber featuring Chance the Rapper-https://www.youtube.com/watch?v=pvPsJFRGleA"
813,"""Act Up""-City Girls-https://www.youtube.com/watch?v=F_VsAvS1kuo;""Collide""-Howie Day-https://www.youtube.com/watch?v=ca9ub9rpNK4;""Lose My Breath""-Destiny's Child-https://www.youtube.com/watch?v=AqeIiF0DlTg;""Behind These Hazel Eyes""-Kelly Clarkson-https://www.youtube.com/watch?v=yipoOY56MbM;""Sing""-Ed Sheeran-https://www.youtube.com/watch?v=tlYcUqEPN58"
633,"""Just a Kiss""-Lady Antebellum-https://www.youtube.com/watch?v=v_yTphvyiPU;""Stir Fry""-Migos-https://www.youtube.com/watch?v=HI-mXMr8glQ;""Sum 2 Prove""-Lil Baby-https://www.youtube.com/watch?v=xOjy0tL5EuA;""With You""-Jessica Simpson-https://www.youtube.com/watch?v=VWl7WjAtBME;""No Air""-Jordin Sparks and Chris Brown-https://www.youtube.com/watch?v=WBKnpyoFEBo"
416,"""My Life""-The Game featuring Lil Wayne-https://www.youtube.com/watch?v=udxZ9zkDzpo;""Stay with Me""-Sam Smith-https://www.youtube.com/watch?v=pB-5XG-DbAA"
114,"""Shower""-Becky G-https://www.youtube.com/watch?v=50-_oTkmF5I;""Pullin' Me Back""-Chingy featuring Tyrese-https://www.youtube.com/watch?v=Ow8653IgT_Q"
614,"""The Only Exception""-Paramore-https://www.youtube.com/watch?v=-J7J_IWUhls;""Cuff It""-Beyoncé-https://www.youtube.com/watch?v=yrtWLyp5gLI;""Forever and for Always""-Shania Twain-https://www.youtube.com/watch?v=IpT-FW_G8-A"
215,"""MotorSport""-Migos, Nicki Minaj and Cardi B-https://www.youtube.com/watch?v=9v_rtaye2yY;""Sugar""-Flo Rida featuring Wynter-https://www.youtube.com/watch?v=n6cv1gdvsLo;""From the Bottom of My Broken Heart""-Britney Spears-https://www.youtube.com/watch?v=fHPnGqXXUmI;""Bottoms Up""-Trey Songz featuring Nicki Minaj-https://www.youtube.com/watch?v=ekAXPCphKXQ;""Blurred Lines""-Robin Thicke featuring T.I. and Pharrell Williams-https://www.youtube.com/watch?v=yyDUC1LUXSU"
811,"""Roses""-OutKast-https://www.youtube.com/watch?v=gWju37TZfo0;""P.I.M.P.""-50 Cent-https://www.youtube.com/watch?v=UDApZhXTpH8;""I Fall Apart""-Post Malone-https://www.youtube.com/watch?v=nqfVoTMEosw;""Fancy Like""-Walker Hayes-https://www.youtube.com/watch?v=G_zuB-ogIBw;""3""-Britney Spears-https://www.youtube.com/watch?v=oTs6oQx1WJY;""I'm Not the Only One""-Sam Smith-https://www.youtube.com/watch?v=nCkpzqqog4k;""Animals""-Martin Garrix-https://www.youtube.com/watch?v=gCYcHz2k5x0"
502,"""Circles Around This Town""-Maren Morris-https://www.youtube.com/watch?v=_EmOYuzBP1I;""Running Up That Hill (A Deal with God)""-Kate Bush-https://www.youtube.com/watch?v=wp43OdtAAkM;""Run This Town""-Jay-Z featuring Rihanna and Kanye West-https://www.youtube.com/watch?v=ztygmWtWCjQ;""Shivers""-Ed Sheeran-https://www.youtube.com/watch?v=Il0S8BoucSA"
313,"""PRC""-Peso Pluma and Natanael Cano-https://www.youtube.com/watch?v=kJflWOiAc6I;""Get Low""-Lil Jon & The East Side Boyz featuring Ying Yang Twins-https://www.youtube.com/watch?v=IYH7_GzP4Tg;""The House That Built Me""-Miranda Lambert-https://www.youtube.com/watch?v=DQYNM6SjD_o"
231,"""Good 4 U""-Olivia Rodrigo-https://www.youtube.com/watch?v=gNi_6U5Pm_o;""24/7""-Kevon Edmonds-https://www.youtube.com/watch?v=s_rYiknI5q8;""Like I Love You""-Justin Timberlake-https://www.youtube.com/watch?v=FQ3slUz7Jo8"
523,"""Controlla""-Drake-https://www.youtube.com/watch?v=PsW85VbSau0;""Magic Stick""-Lil' Kim featuring 50 Cent-https://www.youtube.com/watch?v=ZUm96Zij-tE;""About Damn Time""-Lizzo-https://www.youtube.com/watch?v=IXXxciRUMzE;""Angel""-Shaggy featuring Rayvon-https://www.youtube.com/watch?v=XWJrPzAUzAs;""Real Good Man""-Tim McGraw-https://www.youtube.com/watch?v=6NnmQuT3uNo;""What Happened to Virgil""-Lil Durk featuring Gunna-https://www.youtube.com/watch?v=PvOYrm_JZc8;""Fast Car""-Luke Combs-https://www.youtube.com/watch?v=Fr7oYjnt3bM"
705,"""You Make Me Feel...""-Cobra Starship featuring Sabi-https://www.youtube.com/watch?v=HpyZEzrDf4c;""Unwritten""-Natasha Bedingfield-https://www.youtube.com/watch?v=b7k0a5hYnSI;""I Know You Want Me (Calle Ocho)""-Pitbull-https://www.youtube.com/watch?v=hFoxg4IFtqc;""Bebe Dame""-Fuerza Regida and Grupo Frontera-https://www.youtube.com/watch?v=Oie--p6YqJo;""Feather""-Sabrina Carpenter-https://www.youtube.com/watch?v=kLbn61Z4LDI;""Turn Off the Light""-Nelly Furtado-https://www.youtube.com/watch?v=kOL7aeIDruA;""No Surprise""-Daughtry-https://www.youtube.com/watch?v=yyl24HRGgSU;""Heat Waves""-Glass Animals-https://www.youtube.com/watch?v=mRD0-GxqHVo;""Hands Clean""-Alanis Morissette-https://www.youtube.com/watch?v=2dH289KxkGw"
013,"""Royals""-Lorde-https://www.youtube.com/watch?v=nlcIKh6sBtc;""Teardrops on My Guitar""-Taylor Swift-https://www.youtube.com/watch?v=xKCek6_dB0M;""Stressed Out""-Twenty One Pilots-https://www.youtube.com/watch?v=pXRviuL6vMY;""Ms. Jackson""-Outkast-https://www.youtube.com/watch?v=MYxAiK6VnXw;""Disturbia""-Rihanna-https://www.youtube.com/watch?v=E1mU6h4Xdxc;""Blue (Da Ba Dee)""-Eiffel 65-https://www.youtube.com/watch?v=68ugkg9RePc;""Vegas""-Doja Cat-https://www.youtube.com/watch?v=QZp2biJul1c"
600,"""Don't Start Now""-Dua Lipa-https://www.youtube.com/watch?v=oygrmJFKYZY;""Grillz""-Nelly featuring Paul Wall and Ali & Gipp-https://www.youtube.com/watch?v=8fijggq5R6w;""Where It Ends""-Bailey Zimmerman-https://www.youtube.com/watch?v=WVh073Yujmo;""Exes""-Tate McRae-https://www.youtube.com/watch?v=YXt0Nw8xWh0;""Hero""-Chad Kroeger featuring Josey Scott-https://www.youtube.com/watch?v=TmSRMWw8Y_0"
212,"""Dilemma""-Nelly featuring Kelly Rowland-https://www.youtube.com/watch?v=8WYHDfJDPDc;""Say Something""-Timbaland featuring Drake-https://www.youtube.com/watch?v=NJ9pYU-fa18"
214,"""Let Me Love You""-Mario-https://www.youtube.com/watch?v=H64QG4UsrGI;""7/11""-Beyoncé-https://www.youtube.com/watch?v=k4YRWT_Aldo;""Falling""-Trevor Daniel-https://www.youtube.com/watch?v=L7mfjvdnPno;""Arcade""-Duncan Laurence-https://www.youtube.com/watch?v=51u5fnyrGj4"
034,"""Sorry""-Beyoncé-https://www.youtube.com/watch?v=QxsmWxxouIM;""Dangerous""-Kardinal Offishall featuring Akon-https://www.youtube.com/watch?v=Ro7yHf_pU14;""Butterfly""-Crazy Town-https://www.youtube.com/watch?v=6FEDrU85FLE;""Murder on My Mind""-YNW Melly-https://www.youtube.com/watch?v=hqDinxaPUK4"
526,"""One Number Away""-Luke Combs-https://www.youtube.com/watch?v=Ct9BFr9XBaI;""First Person Shooter""-Drake featuring J. Cole-https://www.youtube.com/watch?v=Xty2gi5cMa8;""Coming Home""-Diddy – Dirty Money featuring Skylar Grey-https://www.youtube.com/watch?v=FOXfbTx_P7c;""Bodak Yellow""-Cardi B-https://www.youtube.com/watch?v=PEGccV-NOm8;""Get It Sexyy""-Sexyy Red-https://www.youtube.com/watch?v=hUE6Haw_3zg"
921,"""Sexy Bitch""-David Guetta featuring Akon-https://www.youtube.com/watch?v=N9hazmsUxrM;""7 Years""-Lukas Graham-https://www.youtube.com/watch?v=LHCob76kigA;""I'm 'n Luv (wit a Stripper)""-T-Pain featuring Mike Jones-https://www.youtube.com/watch?v=QjgZZGo881E;""With You""-Chris Brown-https://www.youtube.com/watch?v=nmjdaBaZe8Y;""Loyalty""-Kendrick Lamar featuring Rihanna-https://www.youtube.com/watch?v=Dlh-dzB2U4Y;""Rockstar""-Post Malone featuring 21 Savage-https://www.youtube.com/watch?v=UceaB4D0jpo;""Don't""-Bryson Tiller-https://www.youtube.com/watch?v=d7cVLE4SaN0;""Battlefield""-Jordin Sparks-https://www.youtube.com/watch?v=suPlYwJ3YvM;""Ain't That Some""-Morgan Wallen-https://www.youtube.com/watch?v=jY_98uXc3D0"
734,"""No Shoes, No Shirt, No Problems""-Kenny Chesney-https://www.youtube.com/watch?v=-01jhW_Yzhs"
133,"""If Everyone Cared""-Nickelback-https://www.youtube.com/watch?v=-IUSZyjiYuY;""God's Plan""-Drake-https://www.youtube.com/watch?v=xpVfcZ0ZcFM;""Hot Boyz""-Missy Elliott featuring Nas, Eve and Q-Tip-https://www.youtube.com/watch?v=lhlaZFdrvik"
532,"""Why Don't You & I""-Santana featuring Alex Band or Chad Kroeger-https://www.youtube.com/watch?v=NGzs_dGFGM8;""Knee Deep""-Zac Brown Band featuring Jimmy Buffett-https://www.youtube.com/watch?v=9n5G0qFBsHM;""Wait (The Whisper Song)""-Ying Yang Twins-https://www.youtube.com/watch?v=HAnXIIv5He8"
601,"""Rain on Me""-Lady Gaga and Ariana Grande-https://www.youtube.com/watch?v=AoAm4om0wTs;""Rockstar""-Nickelback-https://www.youtube.com/watch?v=DmeUuoxyt_E;""Superhero (Heroes & Villains)""-Metro Boomin, Future and Chris Brown-https://www.youtube.com/watch?v=QkaWdvv-jKg;""Whatever It Is""-Zac Brown Band-https://www.youtube.com/watch?v=7RJrNnRpVHg"
126,"""Don't Matter""-Akon-https://www.youtube.com/watch?v=JWA5hJl4Dv0;""A Bay Bay""-Hurricane Chris-https://www.youtube.com/watch?v=oe9qb5yPQgA;""White Walls""-Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis-https://www.youtube.com/watch?v=8PLifPUIuic"
235,"""Shape of You""-Ed Sheeran-https://www.youtube.com/watch?v=JGwWNGJdvx8;""Lean Back""-Terror Squad featuring Fat Joe and Remy Ma-https://www.youtube.com/watch?v=ajmI1P3r1w4;""We Thuggin'""-Fat Joe featuring R. Kelly-https://www.youtube.com/watch?v=eDunquvybTA;""Say Something""-A Great Big World and Christina Aguilera-https://www.youtube.com/watch?v=-2U0Ivkn2Ds"
715,"""Dirt Road Anthem""-Jason Aldean-https://www.youtube.com/watch?v=Lb9q1ScC4cg;""Break My Heart""-Dua Lipa-https://www.youtube.com/watch?v=Nj2U6rhnucI;""Cry Me a River""-Justin Timberlake-https://www.youtube.com/watch?v=DksSPZTZES0;""Sweater Weather""-The Neighbourhood-https://www.youtube.com/watch?v=GCdwKhTtNNw;""In da Club""-50 Cent-https://www.youtube.com/watch?v=5qm8PH4xAss;""Maps""-Maroon 5-https://www.youtube.com/watch?v=Y7ix6RITXM0"
035,"""As Good as I Once Was""-Toby Keith-https://www.youtube.com/watch?v=ldQrapQ4d0Y;""19 Somethin'""-Mark Wills-https://www.youtube.com/watch?v=sm--KJk-kgw;""Thong Song""-Sisqó-https://www.youtube.com/watch?v=Oai1V7kaFBk;""Down""-Marian Hill-https://www.youtube.com/watch?v=DpMfP6qUSBo;""Kings & Queens""-Ava Max-https://www.youtube.com/watch?v=jH1RNk8954Q;""Show Stopper""-Danity Kane featuring Yung Joc-https://www.youtube.com/watch?v=mO6J_UgmGxA"
101,"""TQG""-Karol G and Shakira-https://www.youtube.com/watch?v=jZGpkLElSu8;""Cut It""-O.T. Genasis featuring Young Dolph-https://www.youtube.com/watch?v=qMwcsIY1GYE;""No More (Baby I'ma Do Right)""-3LW-https://www.youtube.com/watch?v=drvS9w-lTMc;""Beautiful Liar""-Beyoncé and Shakira-https://www.youtube.com/watch?v=QrOe2h9RtWI;""I Know You See It""-Yung Joc-https://www.youtube.com/watch?v=qMFLsbDMo6g"
323,"""Hot Girl Summer""-Megan Thee Stallion featuring Nicki Minaj and Ty Dolla Sign-https://www.youtube.com/watch?v=FbcLcSY2au4;""Heathens""-Twenty One Pilots-https://www.youtube.com/watch?v=UprcpdwuwCg;""Baby""-Justin Bieber featuring Ludacris-https://www.youtube.com/watch?v=kffacxfA7G4"
812,"""Stutter""-Joe featuring Mystikal-https://www.youtube.com/watch?v=eGY_Qqr2Lm0;""Even Though I'm Leaving""-Luke Combs-https://www.youtube.com/watch?v=P7kqqmr2HWI;""Tonight (I'm Lovin' You)""-Enrique Iglesias featuring Ludacris and DJ Frank E-https://www.youtube.com/watch?v=Jx2yQejrrUE;""Mood""-24kGoldn featuring Iann Dior-https://www.youtube.com/watch?v=GrAchTdepsU;""Forgot About Dre""-Dr. Dre featuring Eminem-https://www.youtube.com/watch?v=QFcv5Ma8u8k;""1, 2 Step""-Ciara featuring Missy Elliott-https://www.youtube.com/watch?v=iBHNgV6_znU;""Get It Shawty""-Lloyd-https://www.youtube.com/watch?v=FADxR_aFPa4;""Moves like Jagger""-Maroon 5 featuring Christina Aguilera-https://www.youtube.com/watch?v=suRsxpoAc5w"
515,"""The Show Goes On""-Lupe Fiasco-https://www.youtube.com/watch?v=Rmp6zIr5y4U;""The Whole World""-Outkast featuring Killer Mike-https://www.youtube.com/watch?v=udmTfK6_aM8;""Lights Down Low""-Max featuring Gnash-https://www.youtube.com/watch?v=5-xVwxqjNyI"
326,"""Bad Day""-Daniel Powter-https://www.youtube.com/watch?v=gH476CxJxfg;""On My Mama""-Victoria Monét-https://www.youtube.com/watch?v=KdJ-Qwu3y4Y;""Speechless""-Dan + Shay-https://www.youtube.com/watch?v=7UoP9ABJXGE;""Bye Bye Bye""-NSYNC-https://www.youtube.com/watch?v=Eo-KmOd3i7s"
303,"""Hymn for the Weekend""-Coldplay-https://www.youtube.com/watch?v=YykjpeuMNEk;""Lose You to Love Me""-Selena Gomez-https://www.youtube.com/watch?v=zlJDTxahav0;""Good as Hell""-Lizzo-https://www.youtube.com/watch?v=SmbmeOgWsqE;""Rollout (My Business)""-Ludacris-https://www.youtube.com/watch?v=t21DFnu00Dc;""Deuces""-Chris Brown featuring Tyga and Kevin McCall-https://www.youtube.com/watch?v=rhBwt9mw7Sk"
403,"""Dynamite""-Taio Cruz-https://www.youtube.com/watch?v=VUjdiDeJ0xg;""Redbone""-Childish Gambino-https://www.youtube.com/watch?v=k49I5m1J6Is;""Lil Boo Thang""-Paul Russell-https://www.youtube.com/watch?v=5AgDZcM8In8;""When It's Over""-Sugar Ray-https://www.youtube.com/watch?v=xmLv8rfunPo"
631,"""Gangsta Lovin'""-Eve featuring Alicia Keys-https://www.youtube.com/watch?v=aNI8XFEAyI0;""Hey Daddy (Daddy's Home)""-Usher featuring Plies-https://www.youtube.com/watch?v=pD8mxge6kek;""You're Gonna Miss This""-Trace Adkins-https://www.youtube.com/watch?v=lBDN8yWyNYU"
401,"""Hollaback Girl""-Gwen Stefani-https://www.youtube.com/watch?v=Kgjkth6BRRY;""Cyclone""-Baby Bash featuring T-Pain-https://www.youtube.com/watch?v=y-1575pG-kc;""So What""-Field Mob featuring Ciara-https://www.youtube.com/watch?v=4A5OHPLyW3s"
635,"""Incomplete""-Backstreet Boys-https://www.youtube.com/watch?v=WVe80iZtlYU;""La Tortura""-Shakira featuring Alejandro Sanz-https://www.youtube.com/watch?v=Dsp_8Lm1eSk;""Try Sleeping with a Broken Heart""-Alicia Keys-https://www.youtube.com/watch?v=srMBZiqNMaM"
316,"""Halo""-Beyoncé-https://www.youtube.com/watch?v=bnVUHWCynig;""What Do You Mean?""-Justin Bieber-https://www.youtube.com/watch?v=DK_0jXPuIr0;""My First Kiss""-3OH!3 featuring Kesha-https://www.youtube.com/watch?v=AYC2FUutdKA;""Kill Bill""-SZA-https://www.youtube.com/watch?v=MSRcC626prw"
223,"""You Say""-Lauren Daigle-https://www.youtube.com/watch?v=sIaT8Jl2zpI;""Telephone""-Lady Gaga featuring Beyoncé-https://www.youtube.com/watch?v=EVBsypHzF3U;""Caramel""-City High featuring Eve-https://www.youtube.com/watch?v=kwA742VJ-7c;""Can't Remember to Forget You""-Shakira featuring Rihanna-https://www.youtube.com/watch?v=o3mP3mJDL2k"
226,"""Get Busy""-Sean Paul-https://www.youtube.com/watch?v=oPQ3o14ksaM;""Hey Brother""-Avicii-https://www.youtube.com/watch?v=6Cp6mKbRTQY;""Riptide""-Vance Joy-https://www.youtube.com/watch?v=lYoWuaw5nSk;""Ride""-Twenty One Pilots-https://www.youtube.com/watch?v=Pw-0pbY9JeU;""Kiss Me thru the Phone""-Soulja Boy Tell 'Em featuring Sammie-https://www.youtube.com/watch?v=47Fbo4kU2AU;""Rude""-Magic!-https://www.youtube.com/watch?v=PIh2xe4jnpk"
623,"""Touch It""-Busta Rhymes-https://www.youtube.com/watch?v=82PsUyCKuUc;""If I Were a Boy""-Beyoncé-https://www.youtube.com/watch?v=AWpsOqh8q0M;""Ghost""-Ella Henderson-https://www.youtube.com/watch?v=tA8AfQaUnXM;""You Belong with Me""-Taylor Swift-https://www.youtube.com/watch?v=VuNIsY6JdUw;""Beautiful Crazy""-Luke Combs-https://www.youtube.com/watch?v=rItv9i6c7AY;""Hot Girl Bummer""-Blackbear-https://www.youtube.com/watch?v=yMlKJGKyoCo"
815,"""The Monster""-Eminem featuring Rihanna-https://www.youtube.com/watch?v=EHkozMIXZ8w;""Wonderful""-Ja Rule featuring R. Kelly and Ashanti-https://www.youtube.com/watch?v=QVXE1EzMrfw;""Slow It Down""-Benson Boone-https://www.youtube.com/watch?v=f4Y3b7un4LE;""Thunder""-Imagine Dragons-https://www.youtube.com/watch?v=fKopy74weus;""No Hands""-Waka Flocka Flame featuring Wale and Roscoe Dash-https://www.youtube.com/watch?v=skhxizRYxps;""Full Moon""-Brandy-https://www.youtube.com/watch?v=T5WND4daNuM"
415,"""Walk It Out""-Unk-https://www.youtube.com/watch?v=pxjZM-d_ShI;""Here's to the Night""-Eve 6-https://www.youtube.com/watch?v=X5DOGsoiW6c;""My Front Porch Looking In""-Lonestar-https://www.youtube.com/watch?v=qBZ2XB7WOT0;""Redrum""-21 Savage-https://www.youtube.com/watch?v=U4mADkt6o-M;""Congratulations""-Post Malone featuring Quavo-https://www.youtube.com/watch?v=SC4xMk98Pdc;""I Turn to You""-Christina Aguilera-https://www.youtube.com/watch?v=z4q05resEvc;""No Type""-Rae Sremmurd-https://www.youtube.com/watch?v=wzMrK-aGCug;""Paint the Town Red""-Doja Cat-https://www.youtube.com/watch?v=m4_9TFeMfJE"
404,"""Plain Jane""-ASAP Ferg featuring Nicki Minaj-https://www.youtube.com/watch?v=XDMGmtpvBjs;""Here Is Gone""-Goo Goo Dolls-https://www.youtube.com/watch?v=tNtN83-vQmw;""Can't Feel My Face""-The Weeknd-https://www.youtube.com/watch?v=KEI4qSrkPAs"
501,"""Gata Only""-FloyyMenor and Cris MJ-https://www.youtube.com/watch?v=-r687V8yqKY;""One Dance""-Drake featuring Wizkid and Kyla-https://www.youtube.com/watch?v=ki0Ocze98U8"
112,"""Daylight""-David Kushner-https://www.youtube.com/watch?v=MoN9ql6Yymw;""Walk Me Home""-Pink-https://www.youtube.com/watch?v=J1OsKJW51HY;""Worth It""-Fifth Harmony featuring Kid Ink-https://www.youtube.com/watch?v=YBHQbu5rbdQ;""Run It!""-Chris Brown featuring Juelz Santana-https://www.youtube.com/watch?v=w6QGe-pXgdI"
130,"""Cruel Summer""-Taylor Swift-https://www.youtube.com/watch?v=ic8j13piAhQ;""Black and Yellow""-Wiz Khalifa-https://www.youtube.com/watch?v=UePtoxDhJSw;""Austin""-Blake Shelton-https://www.youtube.com/watch?v=bb1DTsxBOfE"
702,"""Boo'd Up""-Ella Mai-https://www.youtube.com/watch?v=6YNZlXfW6Ho;""White Horse""-Taylor Swift-https://www.youtube.com/watch?v=D1Xr-JFLxik;""Tuesday""-ILoveMakonnen featuring Drake-https://www.youtube.com/watch?v=avFq9errZCk;""Right Above It""-Lil Wayne featuring Drake-https://www.youtube.com/watch?v=b0wbCtrGjXA"
835,"""Good Days""-SZA-https://www.youtube.com/watch?v=0BdlKkvjEgA;""All Eyes on You""-Meek Mill featuring Chris Brown and Nicki Minaj-https://www.youtube.com/watch?v=ut9ThAbfde0;""Do Re Mi""-Blackbear-https://www.youtube.com/watch?v=dfzlUHOFQ5k;""No Brainer""-DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo-https://www.youtube.com/watch?v=kxloC1MKTpg"
022,"""I Like That""-Houston featuring Chingy, Nate Dogg and I-20-https://www.youtube.com/watch?v=IdclkOJqaRw;""There You Go""-Pink-https://www.youtube.com/watch?v=66LnhtnSoKc;""Stop and Stare""-OneRepublic-https://www.youtube.com/watch?v=HtNS1afUOnE"
030,"""You Need to Calm Down""-Taylor Swift-https://www.youtube.com/watch?v=Dkk9gvTmCXY;""Late at Night""-Roddy Ricch-https://www.youtube.com/watch?v=sJDRfZJFAk0;""Small Town Boy""-Dustin Lynch-https://www.youtube.com/watch?v=pz9yRC-LWhU;""Moonlight""-XXXTentacion-https://www.youtube.com/watch?v=GX8Hg6kWQYI;""Who Says""-Selena Gomez & the Scene-https://www.youtube.com/watch?v=BzE1mX4Px0I;""Bad Things""-Machine Gun Kelly and Camila Cabello-https://www.youtube.com/watch?v=QpbQ4I3Eidg"
805,"""What It Is (Block Boy)""-Doechii featuring Kodak Black-https://www.youtube.com/watch?v=phtcAd8j6Ro;""Fall in Love""-Bailey Zimmerman-https://www.youtube.com/watch?v=d1yKrnPHAmo;""1 Thing""-Amerie-https://www.youtube.com/watch?v=bbqVg_23otg"
