key,titles-artist-youtube_link
613,"""Sunflower""-Post Malone and Swae Lee-https://www.youtube.com/watch?v=ApXoWvfEYVU;""Walk Away""-Kelly Clarkson-https://www.youtube.com/watch?v=nFCuyLwhUzM;""Livin' It Up""-Ja Rule featuring Case-https://www.youtube.com/watch?v=SFMy2NuOVic;""Superman (It's Not Easy)""-Five for Fighting-https://www.youtube.com/watch?v=GRz4FY0ZcwI"
412,"""Someone to Call My Lover""-Janet Jackson-https://www.youtube.com/watch?v=jWd9IgPktA4;""Pon de Replay""-Rihanna-https://www.youtube.com/watch?v=oEauWw9ZGrA;""Bad Habits""-Ed Sheeran-https://www.youtube.com/watch?v=orJSJGHjBLI;""Don't Happen Twice""-Kenny Chesney-https://www.youtube.com/watch?v=ueQgSEN2m9I;""We Don't Talk Anymore""-Charlie Puth featuring Selena Gomez-https://www.youtube.com/watch?v=3AtDnEC4zak"
400,"""Wait in the Truck""-Hardy featuring Lainey Wilson-https://www.youtube.com/watch?v=YsMB0i5YTOc;""Snap Yo Fingers""-Lil Jon featuring E-40 and Sean Paul-https://www.youtube.com/watch?v=AoA-ByjIf2M"
720,"""Shackles (Praise You)""-Mary Mary-https://www.youtube.com/watch?v=i1L2lToMlB4;""Close Friends""-Lil Baby-https://www.youtube.com/watch?v=hhzYbExfVIY;""The Way I Live""-Baby Boy da Prince-https://www.youtube.com/watch?v=wvh5KeZ-85A;""Look Alive""-BlocBoy JB featuring Drake-https://www.youtube.com/watch?v=NV-3s2wwC8c"
104,"""I'm on One""-DJ Khaled featuring Drake, Rick Ross and Lil Wayne-https://www.youtube.com/watch?v=Z09lYqdxqzo;""Changes""-XXXTentacion-https://www.youtube.com/watch?v=f0bbDFRYD_A;""Like You'll Never See Me Again""-Alicia Keys-https://www.youtube.com/watch?v=xPvwDcrT6rU;""I Hope""-Gabby Barrett featuring Charlie Puth-https://www.youtube.com/watch?v=fDFdVIp6rHg"
616,"""Die from a Broken Heart""-Maddie & Tae-https://www.youtube.com/watch?v=Xbaoi-lifOM;""That's What I Like""-Bruno Mars-https://www.youtube.com/watch?v=PMivT7MJ41M;""Damaged""-Danity Kane-https://www.youtube.com/watch?v=P8IBg0mVJ5Y;""Buy Dirt""-Jordan Davis and Luke Bryan-https://www.youtube.com/watch?v=AKec3LTILRU;""Where Were You (When the World Stopped Turning)""-Alan Jackson-https://www.youtube.com/watch?v=Zj6rMcVNQbw;""Am I Wrong""-Nico & Vinz-https://www.youtube.com/watch?v=bg1sT4ILG0w"
520,"""Euphoria""-Kendrick Lamar-https://www.youtube.com/watch?v=NPqDIwWMtxg;""Dance, Dance""-Fall Out Boy-https://www.youtube.com/watch?v=C6MOKXm8x50;""When the Party's Over""-Billie Eilish-https://www.youtube.com/watch?v=pbMwTqkKSps;""Makes Me Wonder""-Maroon 5-https://www.youtube.com/watch?v=sAebYQgy4n4;""The Jump Off""-Lil' Kim featuring Mr. Cheeks-https://www.youtube.com/watch?v=37bRlLzE43E;""Boom Boom Pow""-The Black Eyed Peas-https://www.youtube.com/watch?v=4m48GqaOz90;""Billionaire""-Travie McCoy featuring Bruno Mars-https://www.youtube.com/watch?v=8aRor905cCw"
425,"""Homesick""-Kane Brown-https://www.youtube.com/watch?v=ukHikH_10CA;""Just Wanna Rock""-Lil Uzi Vert-https://www.youtube.com/watch?v=UhbixyxgsiU;""For the First Time""-The Script-https://www.youtube.com/watch?v=CPEBN2dVNUY;""Stargazing""-Myles Smith-https://www.youtube.com/watch?v=tKml80alH3Y;""On the Way Down""-Ryan Cabrera-https://www.youtube.com/watch?v=RWwdh6FGL4M;""American Kids""-Kenny Chesney-https://www.youtube.com/watch?v=de1aPKXBdAE"
224,"""Back to You""-Selena Gomez-https://www.youtube.com/watch?v=VY1eFxgRR-k;""Rain on Me""-Ashanti-https://www.youtube.com/watch?v=UxP9-4xu5L8;""G.D.F.R.""-Flo Rida featuring Sage the Gemini and Lookas-https://www.youtube.com/watch?v=F8Cg572dafQ;""All the Right Moves""-OneRepublic-https://www.youtube.com/watch?v=qrOeGCJdZe4"
134,"""Watermelon Moonshine""-Lainey Wilson-https://www.youtube.com/watch?v=_3jv0_wGK1M;""Animal""-Neon Trees-https://www.youtube.com/watch?v=gM7Hlg75Mlo;""Problem""-Ariana Grande featuring Iggy Azalea-https://www.youtube.com/watch?v=iS1g8G_njx8;""Industry Baby""-Lil Nas X and Jack Harlow-https://www.youtube.com/watch?v=UTHLKHL_whs;""Oh My God""-Adele-https://www.youtube.com/watch?v=niG3YMU6jFk"
026,"""Locked Up""-Akon featuring Styles P-https://www.youtube.com/watch?v=14PgWitIbSk;""It's My Life""-No Doubt-https://www.youtube.com/watch?v=ubvV498pyIM;""Happy""-Pharrell Williams-https://www.youtube.com/watch?v=ZbZSe6N_BXs;""Lovers & Friends""-Lil Jon & the East Side Boyz featuring Usher and Ludacris-https://www.youtube.com/watch?v=ghrGEq7yzG8"
024,"""Beggin'""-Måneskin-https://www.youtube.com/watch?v=W2MpGCL8-9o;""My Chick Bad""-Ludacris featuring Nicki Minaj-https://www.youtube.com/watch?v=JqHliQijgvA;""Honey, I'm Good.""-Andy Grammer-https://www.youtube.com/watch?v=w-99JEIwZq0;""U Don't Have to Call""-Usher-https://www.youtube.com/watch?v=3AszPTJXIgM"
703,"""One Mississippi""-Kane Brown-https://www.youtube.com/watch?v=O2HpAdaE7R4;""Big Shit Poppin' (Do It)""-T.I.-https://www.youtube.com/watch?v=uVMYFfBo3g8;""Un-Thinkable (I'm Ready)""-Alicia Keys-https://www.youtube.com/watch?v=HhuGQUZJot8;""Step in the Name of Love""-R. Kelly-https://www.youtube.com/watch?v=LvfGkekPK2w"
236,"""Said Sum""-Moneybagg Yo-https://www.youtube.com/watch?v=T8pi91qWnRw"
620,"""Lifestyle""-Rich Gang featuring Young Thug and Rich Homie Quan-https://www.youtube.com/watch?v=nGt_JGHYEO4;""Slide""-Calvin Harris featuring Frank Ocean and Migos-https://www.youtube.com/watch?v=8Ee4QjCEHHc"
906,"""Because of You""-Kelly Clarkson-https://www.youtube.com/watch?v=Ra-Om7UMSJc;""Old Town Road""-Lil Nas X featuring Billy Ray Cyrus-https://www.youtube.com/watch?v=r7qovpFAGrQ;""Bitch Better Have My Money""-Rihanna-https://www.youtube.com/watch?v=lBu4W1uJgeA"
910,"""You Know You Like It""-DJ Snake and AlunaGeorge-https://www.youtube.com/watch?v=MIuJVYNvC-s;""How to Save a Life""-The Fray-https://www.youtube.com/watch?v=cjVQ36NhbMk;""Throw It in the Bag""-Fabolous featuring The-Dream-https://www.youtube.com/watch?v=zJOeXh6HyvU"
930,"""I'm Yours""-Jason Mraz-https://www.youtube.com/watch?v=EkHTsc9PU2A;""'Til You Can't""-Cody Johnson-https://www.youtube.com/watch?v=v2LixP7n_hM;""I Like It""-Enrique Iglesias featuring Pitbull-https://www.youtube.com/watch?v=X9_n8jakvWU"
426,"""Gotta Get thru This""-Daniel Bedingfield-https://www.youtube.com/watch?v=b4eMyOzD9UI;""Let's Get Married""-Jagged Edge-https://www.youtube.com/watch?v=Mo1HaVN1Pt0;""First Class""-Jack Harlow-https://www.youtube.com/watch?v=yQBImEeXNZ4;""Laugh Now Cry Later""-Drake featuring Lil Durk-https://www.youtube.com/watch?v=JFm7YDVlqnI"
006,"""When I'm Gone""-Eminem-https://www.youtube.com/watch?v=1wYNFfgrXTI;""Me, Myself and I""-Beyoncé-https://www.youtube.com/watch?v=4S37SGxZSMc;""Party in the U.S.A.""-Miley Cyrus-https://www.youtube.com/watch?v=M11SvDtPBhA;""Better Together""-Luke Combs-https://www.youtube.com/watch?v=ObDQtfZZ0_k"
131,"""Sucker for Pain""-Lil Wayne, Wiz Khalifa and Imagine Dragons with Logic and Ty Dolla Sign featuring X Ambassadors-https://www.youtube.com/watch?v=-59jGD4WrmE;""Don't Mind""-Kent Jones-https://www.youtube.com/watch?v=EnRPI8vfF1Q;""Baby Boy""-Beyoncé featuring Sean Paul-https://www.youtube.com/watch?v=8ucz_pm3LX8;""Yes!""-Chad Brock-https://www.youtube.com/watch?v=Sc9LcsNDly0;""Panda""-Desiigner-https://www.youtube.com/watch?v=E5ONTXHS2mM;""Luv""-Tory Lanez-https://www.youtube.com/watch?v=P9rFeGAdX0A;""The Bigger Picture""-Lil Baby-https://www.youtube.com/watch?v=_VDGysJGNoI;""Trumpets""-Jason Derulo-https://www.youtube.com/watch?v=oOAfz0H4f00"
802,"""Get Along""-Kenny Chesney-https://www.youtube.com/watch?v=-LI8X-GhFA8;""Hot n Cold""-Katy Perry-https://www.youtube.com/watch?v=kTHNpusq654;""All or Nothing""-O-Town-https://www.youtube.com/watch?v=TG8IkUoZ6j0;""Irreplaceable""-Beyoncé-https://www.youtube.com/watch?v=2EwViQxSJJQ"
331,"""All I Want for Christmas Is You""-Mariah Carey-https://www.youtube.com/watch?v=aAkMkVFwAoo;""Favorite Song""-Toosii-https://www.youtube.com/watch?v=4D89Qr5vH6U;""Oh""-Ciara featuring Ludacris-https://www.youtube.com/watch?v=Hr4wz4-27PY"
602,"""Trap Queen""-Fetty Wap-https://www.youtube.com/watch?v=i_kF4zLNKio;""Chemical""-Post Malone-https://www.youtube.com/watch?v=IzPQ_jA00bk;""Life Is Good""-Future featuring Drake-https://www.youtube.com/watch?v=l0U7SxXHkPY;""Talking Body""-Tove Lo-https://www.youtube.com/watch?v=AzRyxGBGiAE;""Castle on the Hill""-Ed Sheeran-https://www.youtube.com/watch?v=K0ibBPhiaG0;""Dip It Low""-Christina Milian-https://www.youtube.com/watch?v=5z5Mvyp1QHw;""Dancin' in the Country""-Tyler Hubbard-https://www.youtube.com/watch?v=ma3L7xWB_1U;""Back to December""-Taylor Swift-https://www.youtube.com/watch?v=QUwxKWT6m7U"
204,"""Love of My Life (An Ode to Hip-Hop)""-Erykah Badu featuring Common-https://www.youtube.com/watch?v=dNk3R23Twgw"
731,"""Handle on You""-Parker McCollum-https://www.youtube.com/watch?v=jqkNGbd3V1E;""How We Do""-The Game featuring 50 Cent-https://www.youtube.com/watch?v=PH34kMOjmQk;""Because of You""-Ne-Yo-https://www.youtube.com/watch?v=atz_aZA3rf0"
820,"""Hello""-Adele-https://www.youtube.com/watch?v=YQHsXMglC9A;""Roxanne""-Arizona Zervas-https://www.youtube.com/watch?v=16YnOUnbE6s;""Smack That""-Akon featuring Eminem-https://www.youtube.com/watch?v=bKDdT_nyP54;""Hey, Soul Sister""-Train-https://www.youtube.com/watch?v=kVpv8-5XWOI;""XO Tour Llif3""-Lil Uzi Vert-https://www.youtube.com/watch?v=WrsFXgQk5UI"
402,"""Don't Wanna Know""-Maroon 5 featuring Kendrick Lamar-https://www.youtube.com/watch?v=OxPv8mSTv9U;""Yoü and I""-Lady Gaga-https://www.youtube.com/watch?v=X9YMU0WeBwU;""Piece of Me""-Britney Spears-https://www.youtube.com/watch?v=u4FF6MpcsRw"
132,"""Big Green Tractor""-Jason Aldean-https://www.youtube.com/watch?v=rv8agst9o_0;""Story of My Life""-One Direction-https://www.youtube.com/watch?v=W-TE_Ys4iwM;""Sand in My Boots""-Morgan Wallen-https://www.youtube.com/watch?v=FXzE9eP1U_E"
213,"""Survivor""-Destiny's Child-https://www.youtube.com/watch?v=Wmc8bQoL-J0"
612,"""Crazy in Love""-Beyoncé featuring Jay-Z-https://www.youtube.com/watch?v=ViwtNLUqkMY;""Fe!n""-Travis Scott featuring Playboi Carti-https://www.youtube.com/watch?v=B9synWjqBn8;""Exchange""-Bryson Tiller-https://www.youtube.com/watch?v=aj9coPGuFkM"
406,"""(When You Gonna) Give It Up to Me""-Sean Paul featuring Keyshia Cole-https://www.youtube.com/watch?v=bMoNV9oWs2E;""U Should've Known Better""-Monica-https://www.youtube.com/watch?v=daPJTxuY7G8;""Bring Me to Life""-Evanescence featuring Paul McCoy-https://www.youtube.com/watch?v=YTIc6AN1Yo0"
301,"""Lean On""-Major Lazer and DJ Snake featuring MØ-https://www.youtube.com/watch?v=YqeW9_5kURI"
724,"""Save Me""-Jelly Roll featuring Lainey Wilson-https://www.youtube.com/watch?v=7_eXiEbx1e0;""Now or Never""-Halsey-https://www.youtube.com/watch?v=Q9jNSwmEQ3s;""Let It Rock""-Kevin Rudolf featuring Lil Wayne-https://www.youtube.com/watch?v=u0n4eMGXAyk;""Pure Water""-Mustard and Migos-https://www.youtube.com/watch?v=9hJ8lLNWrM4"
032,"""This Love""-Maroon 5-https://www.youtube.com/watch?v=XPpTgCho5ZA;""All of Me""-John Legend-https://www.youtube.com/watch?v=450p7goxZqg;""I Hope You're Happy Now""-Carly Pearce and Lee Brice-https://www.youtube.com/watch?v=SBBhyMYnwCw"
010,"""Taki Taki""-DJ Snake featuring Selena Gomez, Ozuna and Cardi B-https://www.youtube.com/watch?v=ixkoVwKQaJg;""Superstar""-Lupe Fiasco featuring Matthew Santos-https://www.youtube.com/watch?v=hVkBlsgthLg;""How Long""-Charlie Puth-https://www.youtube.com/watch?v=CwfoyVa980U;""Spin Bout U""-Drake and 21 Savage-https://www.youtube.com/watch?v=jALeORvCJG8;""Lost Boy""-Ruth B-https://www.youtube.com/watch?v=58TBZnvyGwQ"
311,"""Can't Stop, Won't Stop""-Young Gunz-https://www.youtube.com/watch?v=xkU9oVGr1KE;""FourFiveSeconds""-Rihanna, Kanye West and Paul McCartney-https://www.youtube.com/watch?v=kt0g4dWxEBo"
800,"""Girl Crush""-Little Big Town-https://www.youtube.com/watch?v=JYZMT8otKdI;""Sad!""-XXXTentacion-https://www.youtube.com/watch?v=pgN-vvVVxMA;""Radioactive""-Imagine Dragons-https://www.youtube.com/watch?v=ktvTqknDobU"
732,"""Lemon""-N.E.R.D and Rihanna-https://www.youtube.com/watch?v=L_u97PqWX6g;""Standing Still""-Jewel-https://www.youtube.com/watch?v=W3WMMwlHgZI;""What You Know Bout Love""-Pop Smoke-https://www.youtube.com/watch?v=uuodbSVO3z0"
202,"""Wockesha""-Moneybagg Yo-https://www.youtube.com/watch?v=6bN45f9NjlA;""It's Five O'Clock Somewhere""-Alan Jackson featuring Jimmy Buffett-https://www.youtube.com/watch?v=BPCjC543llU;""Un x100to""-Grupo Frontera and Bad Bunny-https://www.youtube.com/watch?v=3inw26U-os4"
922,"""Love""-Keyshia Cole-https://www.youtube.com/watch?v=YKuHdOxj46I;""21 Guns""-Green Day-https://www.youtube.com/watch?v=r00ikilDxW4;""Boulevard of Broken Dreams""-Green Day-https://www.youtube.com/watch?v=Soa3gO7tL-c;""Love Lies""-Khalid and Normani-https://www.youtube.com/watch?v=xYtsL9znopI;""Paper Planes""-M.I.A.-https://www.youtube.com/watch?v=ewRjZoRtu0Y;""Lose Control""-Missy Elliott featuring Ciara and Fatman Scoop-https://www.youtube.com/watch?v=na7lIb09898"
801,"""Game Over (Flip)""-Lil' Flip-https://www.youtube.com/watch?v=Jir-7B3vkmQ;""Overnight Celebrity""-Twista-https://www.youtube.com/watch?v=I177W0XJlT4;""Cold Heart (Pnau Remix)""-Elton John and Dua Lipa-https://www.youtube.com/watch?v=qod03PVTLqk;""Na Na""-Trey Songz-https://www.youtube.com/watch?v=v0Gu_Yh_keE;""Outta Control""-50 Cent featuring Mobb Deep-https://www.youtube.com/watch?v=Z3Oux1lN__4"
506,"""Roses""-The Chainsmokers featuring Rozes-https://www.youtube.com/watch?v=mBZdHuZCfic"
310,"""Eyes on You""-Chase Rice-https://www.youtube.com/watch?v=VkloKZmQ3o4;""Dial Drunk""-Noah Kahan and Post Malone-https://www.youtube.com/watch?v=tGVRsIDNuKU;""Pray for Me""-The Weeknd and Kendrick Lamar-https://www.youtube.com/watch?v=XR7Ev14vUh8;""21 Questions""-50 Cent featuring Nate Dogg-https://www.youtube.com/watch?v=cDMhlvbOFaM;""Do It to It""-Cherish featuring Sean Paul of the YoungBloodZ-https://www.youtube.com/watch?v=dPCS68n0s2I;""Southside""-Lloyd featuring Ashanti-https://www.youtube.com/watch?v=CVL9o-jiQ1E"
704,"""Say Hey (I Love You)""-Michael Franti & Spearhead featuring Cherine Anderson-https://www.youtube.com/watch?v=LYTBok8Ol7k;""Forever""-Drake featuring Kanye West, Lil Wayne and Eminem-https://www.youtube.com/watch?v=eDuRoPIOBjE"
121,"""Get Like Me""-David Banner featuring Chris Brown and Yung Joc-https://www.youtube.com/watch?v=LPz7LCybSNk"
222,"""In My Head""-Jason Derulo-https://www.youtube.com/watch?v=UyG1FG3H6rY;""LoveStoned""-Justin Timberlake-https://www.youtube.com/watch?v=QUuKvHHt8Sk;""Just a Lil Bit""-50 Cent-https://www.youtube.com/watch?v=GllEDACUbNo;""If U Seek Amy""-Britney Spears-https://www.youtube.com/watch?v=0aEnnH6t8Ts;""Don't Tell Me""-Avril Lavigne-https://www.youtube.com/watch?v=zMbIipvQL0c"
535,"""Rockstar""-DaBaby featuring Roddy Ricch-https://www.youtube.com/watch?v=83xBPCw5hh4"
722,"""I'm Upset""-Drake-https://www.youtube.com/watch?v=rIhx2wZ8jnA;""Love Lockdown""-Kanye West-https://www.youtube.com/watch?v=HZwMX6T5Jhk;""Bam Bam""-Camila Cabello featuring Ed Sheeran-https://www.youtube.com/watch?v=-8VfKZCOo_I"
421,"""Rude Boy""-Rihanna-https://www.youtube.com/watch?v=e82VE8UtW8A;""Case of the Ex (Whatcha Gonna Do)""-Mýa-https://www.youtube.com/watch?v=0sq14JocSAs;""Sugar (Gimme Some)""-Trick Daddy featuring Ludacris, Lil' Kim and Cee Lo Green-https://www.youtube.com/watch?v=zVj2ETmk-EE;""Ridin'""-Chamillionaire featuring Krayzie Bone-https://www.youtube.com/watch?v=CtwJvgPJ9xw"
932,"""Believe Me""-Lil Wayne featuring Drake-https://www.youtube.com/watch?v=JSOo4ULWYOA;""Dude""-Beenie Man featuring Ms. Thing-https://www.youtube.com/watch?v=6WX4Ugjh7dE"
606,"""I Wish""-Carl Thomas-https://www.youtube.com/watch?v=9fQwrkTktug;""Take Your Time""-Sam Hunt-https://www.youtube.com/watch?v=iXi6IHFHeIA;""Ella Baila Sola""-Eslabon Armado and Peso Pluma-https://www.youtube.com/watch?v=lZiaYpD9ZrI;""Too Good""-Drake featuring Rihanna-https://www.youtube.com/watch?v=1lbKUiZv1fI"
824,"""How You Gonna Act Like That""-Tyrese-https://www.youtube.com/watch?v=y3HbIHGnSR4;""Whatcha Say""-Jason Derulo-https://www.youtube.com/watch?v=pBI3lc18k8Q;""Good for You""-Selena Gomez featuring ASAP Rocky-https://www.youtube.com/watch?v=DXKHCgNFk1I"
810,"""Tunnel Vision""-Kodak Black-https://www.youtube.com/watch?v=JzSUgOmP66Q;""Tomorrow 2""-GloRilla and Cardi B-https://www.youtube.com/watch?v=zwa7NzNBQig;""I Need a Girl (Part Two)""-P. Diddy featuring Ginuwine, Loon and Mario Winans-https://www.youtube.com/watch?v=zGUttrXgzLI"
712,"""Get It On Tonite""-Montell Jordan-https://www.youtube.com/watch?v=k_C_nhzdNFI;""There Goes My Baby""-Usher-https://www.youtube.com/watch?v=m6urbZyHgO4;""Suga Suga""-Baby Bash featuring Frankie J-https://www.youtube.com/watch?v=6rgStv12dwA;""Cool Kids""-Echosmith-https://www.youtube.com/watch?v=SSCzDykng4g"
122,"""A Thousand Miles""-Vanessa Carlton-https://www.youtube.com/watch?v=Cwkej79U3ek;""The Bones""-Maren Morris-https://www.youtube.com/watch?v=gvPMVKUI9go;""Don't Let Me Get Me""-Pink-https://www.youtube.com/watch?v=asaCQOZpqUQ;""Home""-Daughtry-https://www.youtube.com/watch?v=7bnX-6sJZBw"
036,"""Desert Rose""-Sting featuring Cheb Mami-https://www.youtube.com/watch?v=C3lWwBslWqg;""A Milli""-Lil Wayne-https://www.youtube.com/watch?v=1Vf4mMCpNY0;""Heard It All Before""-Sunshine Anderson-https://www.youtube.com/watch?v=ixfRm5WccpQ"
023,"""Got Money""-Lil Wayne featuring T-Pain-https://www.youtube.com/watch?v=1ohYsK5Y8Dc;""Backseat""-New Boyz featuring The Cataracs and Dev-https://www.youtube.com/watch?v=herLMUn2-U0;""King's Dead""-Jay Rock, Kendrick Lamar, Future and James Blake-https://www.youtube.com/watch?v=VwAnsAUYnw4;""Better Off Alone""-Alice Deejay-https://www.youtube.com/watch?v=Lgs9QUtWc3M;""Don't You Wanna Stay""-Jason Aldean featuring Kelly Clarkson-https://www.youtube.com/watch?v=gy7OW3mBOzU"
632,"""Trouble with a Heartbreak""-Jason Aldean-https://www.youtube.com/watch?v=TAtWP5Mct5I"
105,"""Goosebumps""-Travis Scott-https://www.youtube.com/watch?v=Dst9gZkq1a8;""Pillowtalk""-Zayn-https://www.youtube.com/watch?v=C_3d6GntKbk;""Don't Mess with My Man""-Nivea featuring Jagged Edge-https://www.youtube.com/watch?v=zjCBO_2csIE"
505,"""SOS""-Rihanna-https://www.youtube.com/watch?v=IXmF4GbA86E;""Plug Walk""-Rich the Kid-https://www.youtube.com/watch?v=ToY6sjSV8h8;""I Hate U, I Love U""-Gnash featuring Olivia O'Brien-https://www.youtube.com/watch?v=BiQIc7fG9pA"
911,"""Break Your Heart""-Taio Cruz featuring Ludacris-https://www.youtube.com/watch?v=y_SI2EDM6Lo;""Despacito (Remix)""-Luis Fonsi and Daddy Yankee featuring Justin Bieber-https://www.youtube.com/watch?v=dr_GAJZviR0"
936,"""Underneath Your Clothes""-Shakira-https://www.youtube.com/watch?v=uwBwKcQ1k84;""Bartender""-Lady Antebellum-https://www.youtube.com/watch?v=_rHuitW9xDc"
622,"""The Time of My Life""-David Cook-https://www.youtube.com/watch?v=dNQrMuL54aQ;""Fireflies""-Owl City-https://www.youtube.com/watch?v=psuRGfAaju4;""Foolish""-Ashanti-https://www.youtube.com/watch?v=gUPrnu3BEU8;""Ice Box""-Omarion-https://www.youtube.com/watch?v=jQybgJCswF0;""Dancing with a Stranger""-Sam Smith and Normani-https://www.youtube.com/watch?v=av5JD1dfj_c;""We Can't Be Friends (Wait for Your Love)""-Ariana Grande-https://www.youtube.com/watch?v=KNtJGQkC-WI"
405,"""Paris""-The Chainsmokers-https://www.youtube.com/watch?v=RhU9MZ98jxo;""U and Dat""-E-40 featuring T-Pain and Kandi Girl-https://www.youtube.com/watch?v=m-fL-vdcBWo;""More Than My Hometown""-Morgan Wallen-https://www.youtube.com/watch?v=MS82JAkBkDY"
916,"""Temperature""-Sean Paul-https://www.youtube.com/watch?v=dW2MmuA1nI4;""Peaches & Cream""-112-https://www.youtube.com/watch?v=wl2NCXzg1FQ;""What'chu Like""-Da Brat featuring Tyrese-https://www.youtube.com/watch?v=pKrVAznccZ0;""Pompeii""-Bastille-https://www.youtube.com/watch?v=F90Cw4l-8NY"
624,"""Is It Over Now?""-Taylor Swift-https://www.youtube.com/watch?v=tNxUxm3-658;""It's a Great Day to Be Alive""-Travis Tritt-https://www.youtube.com/watch?v=6IKJa4ok83M;""So Gone""-Monica-https://www.youtube.com/watch?v=UE6zfOuYfVI"
833,"""I Am Not Okay""-Jelly Roll-https://www.youtube.com/watch?v=Qop5XLgwkNc;""Rock the Boat""-Aaliyah-https://www.youtube.com/watch?v=3HSJU5fDg0A;""Wildflower""-Billie Eilish-https://www.youtube.com/watch?v=l08Zw-RY__Q"
904,"""The Good Stuff""-Kenny Chesney-https://www.youtube.com/watch?v=lYQZJ9NUzYU;""Buttons""-Pussycat Dolls featuring Snoop Dogg-https://www.youtube.com/watch?v=VCLxJd1d84s;""Humble""-Kendrick Lamar-https://www.youtube.com/watch?v=tvTRZJ-4EyI;""Anti-Hero""-Taylor Swift-https://www.youtube.com/watch?v=b1kbLwvqugk"
516,"""Kiss Kiss""-Chris Brown featuring T-Pain-https://www.youtube.com/watch?v=eNII9PDlFJ0;""I Hate This Part""-Pussycat Dolls-https://www.youtube.com/watch?v=S97MaG3kOMY;""Fallin'""-Alicia Keys-https://www.youtube.com/watch?v=Urdlvw0SSEc;""I Hope You Dance""-Lee Ann Womack-https://www.youtube.com/watch?v=RV-Z1YwaOiw"
603,"""You Don't Know My Name""-Alicia Keys-https://www.youtube.com/watch?v=_ST6ZRbhGiA;""Don't Let Me Down""-The Chainsmokers featuring Daya-https://www.youtube.com/watch?v=Io0fBr1XBUA"
925,"""Say It""-Tory Lanez-https://www.youtube.com/watch?v=xUq1rZ7mmns"
831,"""I Try""-Macy Gray-https://www.youtube.com/watch?v=WEQ0l_m3Xm0;""O""-Omarion-https://www.youtube.com/watch?v=BZfgJsNwmjM;""Chasing Cars""-Snow Patrol-https://www.youtube.com/watch?v=GemKqzILV4w;""All My Life""-Lil Durk featuring J. Cole-https://www.youtube.com/watch?v=Z4N8lzKNfy4;""Without You""-The Kid Laroi-https://www.youtube.com/watch?v=SJOKlqJho8U"
203,"""Complicated""-Avril Lavigne-https://www.youtube.com/watch?v=5NPBIwQyPWE;""Nothin' on You""-B.o.B featuring Bruno Mars-https://www.youtube.com/watch?v=63POUDRcK9E;""Wild Ones""-Jessie Murph and Jelly Roll-https://www.youtube.com/watch?v=MVDJxMxzTL0"
533,"""Peaches""-Justin Bieber featuring Daniel Caesar and Giveon-https://www.youtube.com/watch?v=tQ0yjYUFKAE;""Closer""-The Chainsmokers featuring Halsey-https://www.youtube.com/watch?v=0zGcUoRlhmw"
534,"""Second Chance""-Shinedown-https://www.youtube.com/watch?v=WbsDPbr8qoM"
004,"""Sign of the Times""-Harry Styles-https://www.youtube.com/watch?v=qN4ooNx77u0;""Carry Out""-Timbaland featuring Justin Timberlake-https://www.youtube.com/watch?v=NRdHsuuXxfk;""Pimpin' All Over the World""-Ludacris featuring Bobby Valentino-https://www.youtube.com/watch?v=HXLCOIcb41Y;""Savage Love (Laxed – Siren Beat)""-Jawsh 685 and Jason Derulo-https://www.youtube.com/watch?v=Jvcv8trEuao;""Meet Me Halfway""-The Black Eyed Peas-https://www.youtube.com/watch?v=I7HahVwYpwo"
832,"""Sweetest Pie""-Megan Thee Stallion and Dua Lipa-https://www.youtube.com/watch?v=K7JrX7PHGBE;""Sweet but Psycho""-Ava Max-https://www.youtube.com/watch?v=WXBHCQYxwr0;""Remind Me""-Brad Paisley and Carrie Underwood-https://www.youtube.com/watch?v=7qzhngp7jh8"
115,"""Jimmy Cooks""-Drake featuring 21 Savage-https://www.youtube.com/watch?v=V7UgPHjN9qE;""These Words""-Natasha Bedingfield-https://www.youtube.com/watch?v=e5RuGj0g1tk"
333,"""Dark Horse""-Katy Perry featuring Juicy J-https://www.youtube.com/watch?v=0KSOMA3QBU0;""La Bebé""-Yng Lvcas and Peso Pluma-https://www.youtube.com/watch?v=3mchJ-EW9rM;""Can't Let You Go""-Fabolous featuring Lil' Mo and Mike Shorey-https://www.youtube.com/watch?v=z4gXkpt6jPE;""Crazy for This Girl""-Evan and Jaron-https://www.youtube.com/watch?v=NZkM_nOJ3d4"
103,"""She's All I Wanna Be""-Tate McRae-https://www.youtube.com/watch?v=uS_y_65CcpA;""Snow (Hey Oh)""-Red Hot Chili Peppers-https://www.youtube.com/watch?v=yuFI5KSPAt4;""Rockabye""-Clean Bandit featuring Sean Paul and Anne-Marie-https://www.youtube.com/watch?v=papuvlVeZg8"
335,"""White Iverson""-Post Malone-https://www.youtube.com/watch?v=SLsTskih7_I;""Hypnotized""-Plies featuring Akon-https://www.youtube.com/watch?v=7LZgSUNnnrw;""White Horse""-Chris Stapleton-https://www.youtube.com/watch?v=8bRf-EX6kkg"
020,"""That's the Way""-Jo Dee Messina-https://www.youtube.com/watch?v=EFMjdY4A83g;""Jaded""-Aerosmith-https://www.youtube.com/watch?v=qbexOeoH5hg;""Humble and Kind""-Tim McGraw-https://www.youtube.com/watch?v=awzNHuGqoMc;""Never Had a Dream Come True""-S Club 7-https://www.youtube.com/watch?v=WB9_sf6oV1o"
